"Acropora","Astreopora","Coscinaraea","Ctenactis","Cyphastrea","Dipsastraea","Echinopora","Favites","Fungia","Galaxea","Gardineroseris","Goniastrea","Hydnophora","Leptastrea","Leptoria","Leptoseris","Lobophyllia","Millepora","Montipora","Oxypora","Pachyseris","Pavona","Platygyra","Pocillopora","Polycyathus","Porites","Psammocora","Seriatopora","Stylocoeniella","Stylophora","Turbinaria","LT","Age","ReefZone"
0.00437445319335083,0,0,0,0.00174978127734033,0.005249343832021,0,0,0,0,0,0.010498687664042,0,0,0,0,0,0.750656167979003,0.00962379702537183,0,0,0,0,0.154855643044619,0,0.062992125984252,0,0,0,0,0,"A1A2","Modern","Reef edge"
0.0319148936170213,0,0,0,0.00638297872340426,0.0074468085106383,0,0,0,0,0,0,0,0,0,0,0,0.662765957446809,0.0074468085106383,0,0,0,0,0.262765957446808,0,0.0212765957446809,0,0,0,0,0,"A3A4","Modern","Reef edge"
0.0220492866407263,0,0,0,0,0.0246433203631647,0,0.00518806744487678,0,0,0,0.046692607003891,0,0,0,0,0,0.350194552529183,0.0181582360570687,0,0,0,0,0.346303501945525,0,0.143968871595331,0,0,0,0.0428015564202335,0,"A5A6","Modern","Reef edge"
0.0788436268068331,0,0.0105124835742444,0,0.00788436268068331,0.0735873850197109,0,0.0210249671484888,0,0,0,0.124835742444152,0,0.0026281208935611,0,0,0,0.106438896189225,0.113009198423127,0.0131406044678055,0.0105124835742444,0.0131406044678055,0,0.321944809461235,0,0.102496714848883,0,0,0,0,0,"B1B2","Modern","Reef slope"
0.15629522431259,0.0217076700434153,0,0,0.0376266280752533,0.00434153400868307,0.00723589001447178,0,0,0.00434153400868307,0,0.270622286541245,0,0,0,0,0,0,0.144717800289436,0,0,0.0173661360347323,0,0.15629522431259,0,0.14616497829233,0,0.0188133140376266,0.00434153400868307,0.0101302460202605,0,"B3B4","Modern","Reef slope"
0.238396624472574,0,0.0147679324894515,0.0126582278481013,0.0316455696202532,0.0316455696202532,0.00421940928270042,0,0,0,0,0.19831223628692,0,0.00843881856540084,0,0,0,0.00210970464135021,0.151898734177215,0,0,0,0,0.261603375527426,0,0.029535864978903,0,0.0147679324894515,0,0,0,"B5B6","Modern","Reef slope"
0.0143830431491294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282361847085541,0.0234670704012112,0,0,0,0,0.0946252838758516,0,0.585162755488266,0,0,0,0,0,"D1D2","Modern","Reef edge"
0.0483701366982124,0,0,0,0.0010515247108307,0,0,0,0,0,0,0.0189274447949527,0,0,0,0,0,0.453207150368034,0,0,0,0.010515247108307,0,0.185068349106204,0,0.282860147213459,0,0,0,0,0,"D3D4","Modern","Reef edge"
0.0269320843091335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544496487119438,0.00351288056206089,0,0,0.00117096018735363,0,0.300936768149883,0,0.122950819672131,0,0,0,0,0,"D5D6","Modern","Reef edge"
0.0773109243697479,0,0,0,0,0,0,0,0,0,0,0,0,0.0201680672268908,0,0,0,0,0,0,0,0.0168067226890756,0,0.169747899159664,0,0.715966386554622,0,0,0,0,0,"E1E2","Modern","Reef slope"
